code,coords
"""B14""=>""30""","48.7704, 7.4918"
"""B14""=>""40""","48.2933, 7.5712"
"""B14""=>""30""","48.7783, 7.7203"
"""C108""=>NULL","48.5369, 7.4404"
"""C107""=>NULL","49.3389, 6.2136"
"""B14""=>""30""","48.2323, 7.4058"
"""B14""=>""30""","49.1453, 7.4684"
"""B14""=>""70"", ""M3a""=>""1""","48.5369, 7.4404"
"""B14""=>""70""","48.9378, 8.0267"
"""B14""=>""70""","48.4692, 7.2162"
"""C107""=>NULL","48.4692, 7.2162"
"""B14""=>""50""","48.5047, 7.4979"
"""B14""=>""50""","48.5047, 7.4980"
"""C108""=>NULL","48.5306, 7.3806"
"""EB10""=>NULL","49.1205, 6.4727"
"""B14""=>""30""","48.8890, 7.2011"
"""B14""=>""30""","48.9518, 7.9137"
"""B14""=>""70"", ""M3a""=>""1""","47.8874, 7.2562"
"""B14""=>""30""","48.4939, 7.2500"
"""B14""=>""30""","48.6101, 7.5612"
"""B14""=>""30""","49.0103, 7.0781"
"""B14""=>""30""","48.8686, 7.2751"
"""EB10""=>NULL","48.5426, 5.0203"
"""B14""=>""50""","48.6488, 7.7319"
"""B14""=>""30""","48.5903, 7.6697"
"""B14""=>""90"", ""M3a""=>""1""","48.8378, 8.0191"
"""B14""=>""30""","48.7181, 7.4608"
"""B14""=>""30""","48.0032, 7.4595"
"""C107""=>NULL","48.6046, 6.1596"
"""C108""=>NULL","47.9695, 7.3020"
"""B14""=>""30""","48.0078, 7.4552"
"""B14""=>""30""","47.6210, 7.2741"
"""B14""=>""30""","48.9648, 7.1389"
"""B14""=>""30""","48.0229, 7.4444"
"""B14""=>""70"", ""M3a""=>""1""","47.7317, 7.2846"
"""B14""=>""30""","47.9422, 7.4556"
"""B14""=>""30""","47.6202, 7.2773"
"""B14""=>""30""","47.7187, 7.2964"
"""B14""=>""30""","47.6032, 7.3288"
"""B14""=>""30""","48.0979, 7.2605"
"""B14""=>""30""","47.8787, 7.2218"
"""B33""=>""30""","47.9402, 7.4654"
"""B14""=>""30""","47.6030, 7.3294"
"""B33""=>""30""","47.9397, 7.4663"
"""EB20""=>NULL","47.9525, 5.0160"
"""EB10""=>NULL","48.3538, 3.6608"
"""EB10""=>NULL","49.0961, 6.2673"
"""B14""=>""50""","47.8737, 7.3662"
"""EB10""=>""AGGLO""","49.8276, 4.5036"
"""B14""=>""30""","47.5416, 7.2894"
"""C208""=>NULL","49.6981, 4.9041"
"""B14""=>""30""","48.1091, 7.2974"
"""B14""=>""30"", ""M3a""=>""1""","47.7653, 7.3476"
"""B14""=>""30""","48.6319, 7.6178"
"""B14""=>""30""","47.9830, 7.2937"
"""B14""=>""30""","48.5349, 6.4614"
"""B14""=>""50"", ""M9z""=>""rappel""","48.2880, 6.9213"
"""M1""=>""150 m"", ""B14""=>""70""","49.3949, 4.7572"
"""B33""=>""30""","48.1195, 4.3715"
"""EB10""=>NULL","49.0315, 6.0513"
"""B14""=>""30""","47.7579, 7.0248"
"""B14""=>""70"", ""M3a""=>""1""","48.6497, 6.1816"
"""B14""=>""30""","47.7529, 7.5201"
"""B14""=>""30""","47.4956, 7.3135"
"""B14""=>""30""","48.2946, 7.0651"
"""B14""=>""30""","49.7763, 4.6347"
"""B14""=>""30""","48.2007, 6.7113"
"""C207""=>NULL","49.1943, 5.9873"
"""B14""=>""90""","47.9357, 3.9075"
"""B14""=>""70""","49.1104, 6.8516"
"""B14""=>""70""","48.5872, 7.7137"
"""B14""=>""70""","49.3394, 6.2165"
"""B14""=>""50""","49.1878, 6.2266"
"""B14""=>""30""","49.2890, 6.2681"
"""B14""=>""30""","49.2885, 6.2669"
"""B33""=>""30"", ""M4g""=>NULL","49.4467, 5.5988"
"""B14""=>""30""","47.6244, 7.1137"
"""B14""=>""30""","48.8740, 5.8443"
"""B14""=>""30""","48.9523, 7.1480"
"""B14""=>""70""","49.2427, 3.9145"
"""B14""=>""30""","48.6702, 7.3876"
"""B14""=>""70""","49.5384, 4.2968"
"""B14""=>""90""","47.9807, 5.5722"
"""B14""=>""30""","48.5112, 3.7156"
"""B14""=>""30""","47.5854, 7.5429"
"""B14""=>""70""","48.5870, 7.7136"
"""EB20""=>""AGGLO""","47.9807, 5.5722"
"""C208""=>NULL","48.1209, 7.3667"
"""B14""=>""30"", ""M9z""=>""rappel""","48.0540, 7.1247"
"""C208""=>NULL","48.1208, 7.3665"
"""B14""=>""110""","48.1209, 7.3667"
"""B14""=>""110""","48.1208, 7.3665"
"""EB10""=>""AGGLO""","47.9096, 5.0650"
"""B14""=>""70""","47.7722, 7.2284"
"""B14""=>""30""","47.9096, 5.0650"
"""B14""=>""70"", ""M9z""=>""rappel""","48.0668, 7.0974"
"""EB20""=>NULL","48.9737, 6.2194"
"""B14""=>""30""","49.8762, 4.7043"
"""B14""=>""30""","48.2352, 4.7090"
"""B14""=>""90""","48.1611, 4.2365"
"""B14""=>""10""","49.2607, 6.3477"
"""B14""=>""70"", ""M9z""=>""rappel""","49.0972, 6.1183"
"""EB20""=>NULL","49.2491, 5.9531"
"""B14""=>""30""","48.2347, 4.7089"
"""B14""=>""50"", ""M9z""=>""rappel""","48.9900, 3.8879"
"""B14""=>""70""","48.8211, 3.7357"
"""B14""=>""70""","48.9947, 4.3321"
"""B14""=>""70"", ""M9z""=>""rappel""","48.5127, 3.9070"
"""B14""=>""30""","48.5056, 3.7556"
"""B14""=>""30""","48.4996, 3.8216"
"""M1""=>""150 m"", ""B14""=>""50""","48.8890, 3.8536"
"""B14""=>""70""","48.5395, 3.5000"
"""B14""=>""90"", ""M9z""=>""rappel""","48.8769, 3.8289"
"""B14""=>""50""","49.0947, 3.9772"
"""EB20""=>NULL","48.5395, 3.4999"
"""B14""=>""30""","49.0948, 3.9774"
"""B14""=>""90""","48.4443, 4.8020"
"""EB10""=>NULL","48.8784, 3.7749"
"""B14""=>""90""","49.2613, 3.9459"
"""EB10""=>NULL","49.5002, 5.1520"
"""B14""=>""30""","48.7298, 4.2315"
"""B14""=>""50""","49.1919, 6.9603"
"""B14""=>""50""","48.5852, 7.7225"
"""B14""=>""50""","49.2987, 3.9952"
"""B14""=>""45"", ""M4g""=>NULL","49.4179, 4.2719"
"""B14""=>""90"", ""M9z""=>""rappel""","48.0714, 5.0733"
"""B14""=>""30""","49.0460, 4.0330"
"""B14""=>""30""","49.1761, 4.1624"
"""B14""=>""110""","48.3211, 4.0238"
"""B14""=>""30"", ""M4g""=>NULL","48.2441, 5.2983"
"""B14""=>""80"", ""M9z""=>""rappel""","49.5897, 4.2441"
"""B14""=>""30""","47.9322, 7.5406"
"""B14""=>""30""","48.5914, 4.8664"
"""B14""=>""50"", ""M9z""=>""rappel""","47.9983, 5.4865"
"""B14""=>""50"", ""M9z""=>""rappel""","49.8477, 4.7675"
"""B14""=>""30""","48.4999, 4.9583"
"""B14""=>""30""","48.0244, 5.1627"
"""B14""=>""30""","48.5913, 4.8662"
"""EB10""=>NULL","48.6883, 7.4512"
"""B14""=>""30""","47.9587, 4.0193"
"""B14""=>""30""","47.5995, 7.3295"
"""B14""=>""30""","49.0129, 6.0259"
"""B14""=>""70"", ""M3a""=>""1""","48.5834, 6.1063"
"""B14""=>""40""","48.6883, 7.4512"
"""B14""=>""90"", ""M9z""=>""rappel""","48.1564, 4.2476"
"""EB10""=>NULL","47.5995, 7.3295"
"""B14""=>""30""","47.5430, 7.2922"
"""B14""=>""90""","47.6774, 7.1631"
"""B14""=>""50""","48.8484, 6.0717"
"""B14""=>""30""","47.6956, 7.3038"
"""B14""=>""90"", ""M3a""=>""1""","48.1111, 4.7870"
"""B14""=>""30"", ""M9z""=>""rappel""","48.2998, 5.1477"
"""B14""=>""30""","47.5402, 7.3331"
"""EB20""=>NULL","47.7981, 7.3095"
"""B14""=>""30""","48.0413, 7.4216"
"""C107""=>NULL","47.7981, 7.3096"
"""B14""=>""30""","47.6142, 7.3049"
"""B14""=>""30""","48.5061, 4.2664"
"""B14""=>""30""","47.6043, 7.3263"
"""B14""=>""30""","47.9712, 7.3705"
"""EB20""=>""AGGLO""","47.6832, 7.2753"
"""M2""=>""200 m"", ""B14""=>""30""","47.6832, 7.2753"
"""B14""=>""30""","47.5888, 7.3251"
"""B33""=>""30""","48.1162, 7.5411"
"""B14""=>""30""","47.6338, 7.0180"
"""B14""=>""70""","48.0847, 6.7621"
"""B14""=>""30""","48.1005, 7.2877"
"""EB20""=>NULL","48.0847, 6.7621"
"""B14""=>""110""","48.2193, 6.2399"
"""B14""=>""30""","47.6157, 7.3020"
"""B14""=>""30""","47.6176, 7.2983"
"""B14""=>""30""","48.1924, 6.4428"
"""B14""=>""30""","48.6327, 7.6152"
"""EB20""=>NULL","49.2945, 6.2979"
"""B14""=>""70""","49.0908, 5.8926"
"""B14""=>""30""","47.5967, 7.5621"
"""B14""=>""70""","49.2732, 3.8852"
"""C107""=>NULL","48.6816, 6.2157"
"""B14""=>""50""","48.4672, 7.4064"
"""B33""=>""70""","49.0419, 6.9147"
"""B14""=>""50""","48.9144, 6.7052"
"""B14""=>""50""","48.4023, 3.7657"
"""B14""=>""70"", ""M3a""=>""1""","48.8934, 6.0778"
"""B14""=>""90"", ""M9z""=>""rappel""","49.0709, 3.8247"
"""B14""=>""30""","48.3285, 3.8286"
"""B14""=>""30""","48.3289, 3.8315"
"""B14""=>""70""","48.9926, 3.8881"
"""B14""=>""70""","49.5002, 5.1520"
"""B14""=>""30""","49.0644, 3.9690"
"""B14""=>""90"", ""M9z""=>""rappel""","48.7775, 3.7217"
"""B14""=>""90"", ""M9z""=>""rappel""","48.7980, 3.7265"
"""B14""=>""90""","48.8247, 3.7538"
"""B14""=>""90""","49.2696, 3.9101"
"""B14""=>""90"", ""M4f""=>""7,5t"", ""M4x""=>NULL","48.5583, 6.1852"
"""B14""=>""30""","49.1215, 4.2416"
"""B14""=>""30""","49.3451, 6.3062"
"""B14""=>""70""","48.8044, 3.7286"
"""B14""=>""50""","48.1009, 4.3429"
"""B14""=>""30""","49.3269, 5.9236"
"""B14""=>""90"", ""M9z""=>""rappel""","48.2424, 4.3489"
"""C107""=>NULL","48.5438, 7.6530"
"""B14""=>""50"", ""M9z""=>""rappel""","48.0576, 4.0526"
"""B14""=>""80""","47.8774, 5.3210"
"""B14""=>""30""","48.3381, 5.4807"
"""B14""=>""70"", ""M3a""=>""1""","48.3324, 5.1320"
"""B14""=>""30""","48.6208, 4.9835"
"""EB10""=>NULL","49.3487, 4.0616"
"""B14""=>""30""","49.3423, 4.7705"
"""B14""=>""30""","48.1156, 4.3729"
"""B14""=>""70"", ""M9z""=>""rappel""","48.1365, 5.0521"
"""B14""=>""30"", ""M4g""=>NULL","49.3487, 4.0616"
"""C107""=>NULL","48.6227, 4.9620"
"""EB10""=>""AGGLO""","48.1009, 4.3429"
"""EB10""=>NULL","48.0244, 4.7741"
"""B14""=>""30""","48.0244, 4.7741"
"""B14""=>""30"", ""M4f""=>""3.5t""","47.9104, 5.1863"
"""EB10""=>NULL","48.1347, 5.2769"
"""B14""=>""30""","48.1347, 5.2769"
"""B14""=>""30""","48.4730, 6.1411"
"""B14""=>""70"", ""M3a""=>""1""","49.3477, 6.1245"
"""B14""=>""70""","48.5458, 5.7961"
"""B14""=>""70""","48.5418, 5.8048"
"""EB10""=>""AGGLO""","47.9104, 5.1863"
"""B14""=>""30""","48.2514, 5.3302"
"""B14""=>""30""","48.0848, 5.2909"
"""B33""=>""70""","49.3923, 6.1384"
"""EB10""=>""AGGLO""","48.4730, 6.1411"
"""EB10""=>NULL","49.3907, 6.0396"
"""B14""=>""30""","49.4918, 5.8765"
"""B14""=>""30""","49.3907, 6.0396"
"""B14""=>""30""","49.3939, 6.0376"
"""EB10""=>NULL","49.3924, 6.0389"
"""B14""=>""30""","49.2232, 5.9807"
"""B14""=>""70"", ""M3a""=>""1""","49.3849, 6.0537"
"""B14""=>""70"", ""M3a""=>""1""","49.3802, 6.0829"
"""EB10""=>NULL","49.3939, 6.0376"
"""B14""=>""30""","49.7857, 4.7210"
"""B14""=>""30""","49.4145, 6.0278"
"""B14""=>""30""","49.3924, 6.0389"
"""B14""=>""90"", ""M9z""=>""rappel""","49.3779, 6.0898"
"""B14""=>""50""","48.8322, 6.0706"
"""EB20""=>NULL","49.1500, 7.0211"
"""B14""=>""30""","48.8744, 5.8453"
"""B14""=>""90"", ""M9z""=>""rappel""","48.8777, 3.8108"
"""B14""=>""30""","49.1626, 5.3759"
"""B14""=>""30""","49.3673, 5.8905"
"""B14""=>""30""","49.3253, 5.9268"
"""B14""=>""90"", ""M9z""=>""rappel""","48.8774, 3.8152"
"""EB20""=>NULL","48.7033, 6.3854"
"""EB20""=>NULL","49.3082, 6.2624"
"""B14""=>""30""","49.0994, 5.8811"
"""B14""=>""70"", ""M9z""=>""rappel""","48.8826, 7.1776"
"""B14""=>""30""","49.1743, 4.1669"
"""B14""=>""70""","48.0832, 6.9229"
"""B14""=>""30""","49.7929, 4.6340"
"""EB10""=>NULL","47.8395, 5.3339"
"""B14""=>""70""","48.9256, 6.0650"
"""B14""=>""30""","48.9590, 6.0574"
"""EB20""=>""AGGLO""","48.0832, 6.9229"
"""B14""=>""50"", ""M9z""=>""rappel""","48.8305, 6.0687"
"""B14""=>""70""","48.5359, 5.8221"
"""B14""=>""30""","48.5340, 6.4615"
"""EB20""=>NULL","48.1004, 5.0575"
"""B14""=>""90"", ""M9z""=>""rappel""","49.0577, 3.8892"
"""B14""=>""90"", ""M9z""=>""rappel""","48.7497, 7.3966"
"""B14""=>""90""","48.1004, 5.0575"
"""B14""=>""90""","48.0735, 4.9594"
"""B14""=>""30""","48.0863, 5.2843"
"""B14""=>""30""","48.6183, 5.8565"
"""B14""=>""30""","48.8758, 5.8486"
"""B14""=>""30""","48.5298, 5.9463"
"""B14""=>""30""","48.4350, 4.7258"
"""EB10""=>NULL","48.6744, 7.1394"
"""B14""=>""70""","48.5397, 5.8102"
"""B33""=>""30""","49.1220, 4.2420"
"""B14""=>""30""","48.5065, 3.7139"
"""B14""=>""30""","48.2711, 4.6177"
"""B14""=>""30""","49.0448, 3.9512"
"""B33""=>""70""","48.2100, 5.1237"
"""B14""=>""90""","48.8139, 3.7342"
"""B14""=>""30""","48.3950, 5.3842"
"""B14""=>""90"", ""M3a""=>""1""","48.1874, 5.1246"
"""B14""=>""30""","48.6307, 4.8586"
"""B14""=>""90"", ""M9z""=>""rappel""","48.8312, 3.7561"
"""B14""=>""90""","49.0521, 3.9183"
"""B14""=>""70""","48.0803, 5.1531"
"""B14""=>""90"", ""M9z""=>""rappel""","47.9406, 5.2898"
"""B14""=>""90""","47.9072, 5.2943"
"""B14""=>""30""","49.0647, 3.9680"
"""B14""=>""30""","47.9144, 5.4518"
"""B14""=>""30"", ""M9z""=>""rappel""","48.2996, 5.1474"
"""B14""=>""30""","47.8588, 5.6142"
"""B14""=>""30""","48.2881, 5.4957"
"""B14""=>""30""","48.6402, 4.9121"
"""B14""=>""30""","48.1354, 5.0845"
"""B14""=>""30""","48.1011, 5.1557"
"""B14""=>""30""","47.7370, 5.3174"
"""B14""=>""30""","48.0317, 5.4303"
"""B14""=>""30""","48.2496, 5.3292"
"""B14""=>""30"", ""M9z""=>""rappel""","48.6281, 4.8587"
"""B14""=>""30""","48.4790, 4.7687"
"""B14""=>""30""","48.6065, 5.0394"
"""B33""=>""30""","47.8700, 5.3279"
"""B14""=>""30""","47.9549, 5.2929"
"""EB10""=>NULL","48.0238, 4.7629"
"""B14""=>""30""","48.0238, 4.7629"
"""B33""=>""30""","48.0857, 5.2878"
"""B14""=>""30""","48.0813, 5.3502"
"""B14""=>""30""","47.9390, 5.2443"
"""B14""=>""30""","48.2846, 5.3792"
"""B14""=>""90""","48.5035, 5.1026"
"""B14""=>""30""","48.5449, 5.0881"
"""B14""=>""130""","49.1385, 6.8153"
"""B14""=>""30""","48.5249, 4.9299"
"""B14""=>""30""","49.8470, 4.5013"
"""EB10""=>NULL","48.8186, 5.9261"
"""B14""=>""30""","48.8186, 5.9261"
"""B14""=>""30""","48.4925, 4.8437"
"""B14""=>""30""","47.9137, 5.4574"
"""B14""=>""30""","49.4624, 5.8855"
"""B14""=>""30""","48.0342, 4.9141"
"""B14""=>""30""","49.3704, 5.8981"
"""B14""=>""30""","49.8206, 4.5806"
"""B14""=>""90"", ""M4x""=>NULL","47.9623, 5.4664"
"""B14""=>""30""","48.8767, 5.8475"
"""B14""=>""30""","49.1685, 6.0019"
"""B14""=>""70""","48.6464, 5.8680"
"""B14""=>""30""","49.8426, 4.7685"
"""B14""=>""30""","48.7401, 6.3385"
"""B14""=>""70""","48.7328, 6.3058"
"""B14""=>""50""","48.7175, 6.2599"
"""B14""=>""130""","49.1384, 6.8152"
"""B14""=>""90""","47.7809, 7.1977"
"""B14""=>""30""","49.8599, 4.7566"
"""M1""=>""150 m"", ""B14""=>""50""","48.9302, 6.6164"
"""B14""=>""30""","49.1583, 6.3062"
"""B14""=>""30""","48.8640, 7.3168"
"""B14""=>""30""","49.0781, 6.3166"
"""B14""=>""30""","48.9051, 5.2272"
"""B14""=>""90"", ""M9z""=>""rappel""","48.2347, 3.6031"
"""B14""=>""50""","48.5123, 3.9048"
"""B14""=>""70""","48.7469, 5.9480"
"""EB10""=>NULL","49.0048, 6.1953"
"""B14""=>""30""","48.8555, 5.4972"
"""B14""=>""50""","49.1882, 6.3299"
"""EB10""=>NULL","48.4607, 7.4344"
"""B14""=>""90""","48.2346, 3.6007"
"""B14""=>""30""","48.8440, 6.0710"
"""B33""=>""70""","48.7468, 5.9481"
"""EB10""=>NULL","49.1092, 6.7269"
"""B14""=>""70""","48.5348, 4.1284"
"""B14""=>""70""","48.4200, 3.7011"
"""B14""=>""70""","48.7010, 7.5596"
"""B14""=>""30""","48.6009, 3.5792"
"""B14""=>""30""","48.2358, 4.7088"
"""B14""=>""30""","49.4181, 6.1559"
"""B14""=>""70"", ""M9z""=>""rappel""","48.7431, 5.9453"
"""B14""=>""30""","49.4194, 6.1599"
"""B14""=>""30""","47.9294, 5.1928"
"""EB10""=>NULL","47.9293, 5.1928"
"""B14""=>""50"", ""M9Z""=>""RAPPEL""","48.5086, 6.8275"
"""B14""=>""40""","48.4607, 7.4344"
"""B14""=>""30""","48.1367, 5.0907"
"""EB10""=>NULL","48.1367, 5.0907"
"""B33""=>""70""","48.7406, 5.9426"
"""EB20""=>NULL","49.3357, 6.1132"
"""B14""=>""50"", ""M9z""=>""rappel""","49.1765, 5.8840"
"""EB20""=>NULL","48.9589, 6.1900"
"""EB20""=>NULL","48.4608, 7.4343"
"""B14""=>""90"", ""M9z""=>""rappel""","48.8462, 3.7614"
"""B33""=>""30""","47.9441, 5.2902"
"""B14""=>""90"", ""M9z""=>""rappel""","48.7826, 3.7218"
"""B14""=>""90"", ""M9z""=>""rappel""","48.7793, 3.7219"
"""EB10""=>NULL","49.3802, 4.0371"
"""B14""=>""30"", ""M4f""=>""3.5t""","49.3802, 4.0371"
"""B14""=>""30"", ""M4f""=>""3.5t""","48.4735, 4.7651"
"""B14""=>""30""","47.9050, 5.1259"
"""B14""=>""70""","48.8246, 3.7462"
"""EB10""=>NULL","47.9050, 5.1259"
"""B14""=>""90""","49.0772, 3.7906"
"""EB20""=>NULL","48.4735, 4.7650"
"""EB10""=>""AGGLO""","48.4735, 4.7650"
"""B14""=>""30""","48.6403, 4.9135"
"""B14""=>""45""","48.1290, 5.2039"
"""EB20""=>""AGGLO""","48.0836, 5.1299"
"""B14""=>""30"", ""M3a""=>""1""","48.5413, 5.0965"
"""B14""=>""30""","48.8768, 5.8472"
"""B14""=>""30""","48.4804, 4.7689"
"""EB10""=>NULL","49.2540, 4.7659"
"""B14""=>""30""","48.5259, 4.9294"
"""B14""=>""30""","47.8222, 5.0664"
"""B14""=>""30""","49.3198, 5.9433"
"""B14""=>""30""","49.7622, 4.7070"
"""B14""=>""30""","49.2540, 4.7659"
"""B14""=>""80""","48.6880, 5.9052"
"""B14""=>""30""","49.7844, 4.7188"
"""B14""=>""70""","49.1514, 5.3519"
"""B14""=>""30"", ""M4g""=>NULL","49.4002, 4.7884"
"""B14""=>""30""","49.8452, 4.6121"
"""B14""=>""70"", ""M3a""=>""1""","49.1338, 5.3119"
"""C107""=>NULL","47.8027, 7.1918"
"""B14""=>""30""","48.9138, 5.8153"
"""B14""=>""90""","49.0942, 5.2858"
"""B14""=>""30""","49.7861, 4.7238"
"""B14""=>""30""","49.3398, 4.8673"
"""B14""=>""30""","48.7430, 6.3525"
"""C207""=>NULL","49.9026, 4.5205"
"""B14""=>""90"", ""M9z""=>""rappel""","47.7766, 5.0884"
"""C207""=>NULL","49.9031, 4.5233"
"""EB20""=>NULL","49.3465, 4.7824"
"""B33""=>""30""","49.3465, 4.7823"
"""EB10""=>NULL","49.8723, 4.3646"
"""B14""=>""30""","49.5043, 5.6933"
"""B14""=>""30""","48.5332, 6.4612"
"""EB10""=>NULL","48.5076, 4.9226"
"""B14""=>""30""","48.5076, 4.9226"
"""B14""=>""90""","48.6984, 6.1199"
"""B14""=>""50""","49.4092, 6.1115"
"""C108""=>NULL","48.0692, 6.5976"
"""B14""=>""110"", ""M9z""=>""rappel""","49.2771, 6.1731"
"""B14""=>""110"", ""M9z""=>""rappel""","49.2770, 6.1733"
"""B14""=>""30""","48.5345, 6.4611"
"""B14""=>""30""","49.0046, 6.8483"
"""B14""=>""40""","48.4671, 7.4162"
"""EB10""=>NULL","49.4042, 6.2466"
"""B14""=>""70""","49.4043, 6.2214"
"""EB20""=>NULL","49.4043, 6.2214"
"""B14""=>""30""","48.5322, 6.4621"
"""B14""=>""30""","49.4568, 6.2197"
"""B33""=>""30""","49.4340, 6.1895"
"""B14""=>""30""","49.4063, 6.1550"
"""B14""=>""30""","49.3528, 6.4628"
"""M2""=>""600 m"", ""B14""=>""30""","49.4726, 6.2963"
"""B14""=>""30""","48.9310, 6.6135"
"""B14""=>""50""","49.3951, 6.1437"
"""B14""=>""30""","49.4152, 6.1408"
"""B14""=>""50""","49.1254, 6.2398"
"""B14""=>""30""","49.3289, 6.4754"
"""B14""=>""30""","49.0121, 7.0353"
"""B14""=>""30""","48.6295, 6.9660"
"""B14""=>""70""","49.3359, 6.2194"
"""B14""=>""30""","48.6285, 7.0702"
"""B14""=>""30""","49.1341, 6.3181"
"""B14""=>""30""","48.8462, 7.0199"
"""B14""=>""30""","49.0237, 6.1274"
"""B14""=>""30""","49.3273, 6.4778"
"""B14""=>""30""","48.6404, 7.0874"
"""B14""=>""50""","49.2010, 6.1455"
"""B14""=>""30""","48.6359, 6.8633"
"""B14""=>""30""","49.2780, 6.2385"
"""B14""=>""90""","48.8310, 6.4909"
"""EB10""=>NULL","49.2780, 6.2385"
"""B33""=>""30""","49.1366, 6.4097"
"""B14""=>""70""","49.3445, 6.4728"
"""B14""=>""30""","49.1349, 6.3180"
"""B14""=>""30""","49.1802, 6.0509"
"""B14""=>""80""","49.4521, 6.3733"
"""B14""=>""30""","49.4505, 6.4388"
"""B14""=>""30""","49.4170, 6.1583"
"""B14""=>""50"", ""M9z""=>""rappel""","49.2285, 6.5669"
"""B14""=>""70""","48.9565, 6.6113"
"""B14""=>""30""","49.0793, 6.0652"
"""B14""=>""30""","48.4955, 6.0159"
"""B14""=>""50""","49.1305, 6.1835"
"""C108""=>NULL","49.2007, 6.1454"
"""B14""=>""50"", ""M9z""=>""rappel""","48.6931, 5.9034"
"""B14""=>""90""","49.2129, 6.1509"
"""B33""=>""30""","48.4487, 7.6707"
"""EB10""=>NULL","48.9321, 6.8245"
"""B14""=>""30""","48.5870, 7.4769"
"""B14""=>""30"", ""M4f""=>""3.5T""","48.4487, 7.6707"
"""EB10""=>""AGGLO""","48.5870, 7.4767"
"""EB20""=>""AGGLO""","48.3258, 6.8186"
"""B14""=>""30""","48.6318, 7.6188"
"""B14""=>""50""","48.5171, 7.6737"
"""EB10""=>NULL","48.5869, 7.4769"
"""B14""=>""30""","49.0293, 6.9597"
"""B14""=>""30""","48.7493, 6.2185"
"""B14""=>""90""","48.9457, 7.6317"
"""B14""=>""30"", ""M9z""=>""rappel""","48.2670, 7.5381"
"""B14""=>""70""","48.3258, 6.8186"
"""B14""=>""30""","48.6156, 7.6943"
"""B14""=>""30""","48.9408, 7.8024"
"""B14""=>""30""","48.8887, 7.2027"
"""B14""=>""30""","48.5201, 7.6456"
"""EB10""=>NULL","49.2065, 6.4524"
"""B14""=>""90""","48.5280, 7.6888"
"""B14""=>""90""","48.5281, 7.6888"
"""B14""=>""70"", ""M3a""=>""1""","48.7963, 7.7443"
"""C108""=>NULL","48.8050, 7.7454"
"""B14""=>""30""","47.6241, 7.2700"
"""M1""=>""500 m"", ""C207""=>NULL","48.1844, 4.4375"
"""B14""=>""70""","48.0521, 7.4005"
"""B14""=>""30""","48.4970, 7.2539"
"""B14""=>""30""","49.9090, 4.6920"
"""B14""=>""70""","49.6845, 4.9784"
"""EB10""=>NULL","49.2964, 6.5624"
"""C107""=>NULL","47.8873, 7.2553"
"""EB10""=>NULL","48.4970, 7.2539"
"""B14""=>""30""","48.9315, 7.4644"
"""B14""=>""30""","47.4985, 7.3084"
"""B14""=>""50""","47.5846, 7.3182"
"""B14""=>""30""","47.4576, 7.2347"
"""B14""=>""70"", ""M9z""=>""rappel""","48.0726, 7.1000"
"""B14""=>""30""","49.7751, 4.6797"
"""B14""=>""30""","47.6771, 7.2680"
"""B14""=>""30""","47.7618, 7.3461"
"""B14""=>""30""","47.8069, 6.9066"
"""B14""=>""30""","47.9402, 7.4653"
"""B14""=>""30""","48.1968, 6.4408"
"""C107""=>NULL","48.0472, 7.3252"
"""B14""=>""30""","48.9806, 6.6047"
"""B14""=>""30""","47.6117, 7.3268"
"""B14""=>""30""","48.0221, 7.4459"
"""B14""=>""30""","49.1441, 6.0120"
"""B14""=>""30""","49.3546, 5.9886"
"""EB10""=>NULL","49.1441, 6.0120"
"""B33""=>""70""","48.9933, 6.7241"
"""B14""=>""30""","49.5096, 5.7145"
"""B14""=>""70""","48.9902, 6.7851"
"""B14""=>""70""","48.9461, 6.8707"
"""B14""=>""90"", ""M9z""=>""rappel""","49.3848, 6.0654"
"""EB10""=>NULL","48.8944, 6.6651"
"""B14""=>""30""","48.8944, 6.6651"
"""B14""=>""50""","49.1362, 6.7069"
"""B14""=>""50"", ""M9z""=>""rappel""","48.6931, 5.9036"
"""B14""=>""30""","48.9224, 6.2199"
"""B14""=>""30""","48.9387, 4.3355"
"""B14""=>""30"", ""M4f""=>""3.5t""","48.7192, 7.8781"
"""B14""=>""20""","48.0029, 6.8737"
"""B14""=>""30""","48.0788, 6.5947"
"""EB20""=>""AGGLO""","48.1859, 6.0141"
"""B14""=>""30""","48.2156, 5.8312"
"""B14""=>""90""","48.1859, 6.0141"
"""B14""=>""30""","47.5889, 7.3246"
"""EB10""=>NULL","49.1500, 7.0211"
"""B14""=>""30""","49.0089, 7.0764"
"""B14""=>""30""","48.1459, 7.1796"
"""B14""=>""30""","49.1640, 5.4041"
"""B14""=>""30""","47.7371, 5.3187"
"""EB10""=>NULL","48.4671, 7.4162"
"""EB10""=>NULL","49.0089, 7.0764"
"""B14""=>""30""","48.4926, 7.6710"
"""EB10""=>NULL","48.6924, 7.3842"
"""B14""=>""30""","48.5183, 7.6484"
"""EB10""=>NULL","48.2609, 5.4633"
"""EB20""=>NULL","48.2419, 5.2911"
"""B33""=>""70""","48.6061, 7.5807"
"""B14""=>""50""","48.2890, 4.1264"
"""B14""=>""90""","49.3467, 6.1737"
"""B14""=>""70""","49.2138, 6.9173"
"""B14""=>""70""","48.6034, 6.8535"
"""B14""=>""50""","49.1489, 7.0338"
"""EB10""=>NULL","49.3986, 4.4278"
