code,coords
"""EB20""=>NULL","48.3770, 7.6033"
"""EB20""=>NULL","49.3149, 6.1113"
"""EB20""=>NULL","49.3990, 4.4199"
"""EB20""=>NULL","49.3309, 6.1528"
"""EB10""=>NULL","48.4246, 5.2296"
"""B14""=>""30""","48.4256, 5.2259"
"""EB10""=>NULL","48.9129, 6.9139"
"""B14""=>""30""","49.1770, 6.6792"
"""B14""=>""50""","48.5706, 5.9582"
"""B14""=>""130""","49.5204, 4.4040"
"""B14""=>""70"", ""M9z""=>""rappel""","48.6023, 6.8514"
"""B14""=>""110""","49.4144, 5.9182"
"""B14""=>""30""","48.0250, 6.6932"
"""B31""=>NULL","48.2043, 6.4180"
"""EB10""=>NULL","49.1732, 6.1623"
"""B14""=>""70""","49.0467, 6.6361"
"""B33""=>""30""","48.4255, 5.2265"
"""EB10""=>NULL","48.2873, 7.3759"
"""EB10""=>NULL","48.7052, 6.1628"
"""B31""=>NULL","48.2101, 6.4195"
"""EB10""=>NULL","48.0174, 5.0572"
"""B14""=>""70""","48.2634, 7.4733"
"""B14""=>""70""","49.1790, 6.9204"
"""EB10""=>NULL","49.5062, 4.5955"
"""B14""=>""110""","48.5477, 6.5609"
"""EB20""=>NULL","49.2485, 6.6559"
"""B14""=>""110"", ""M9z""=>""rappel""","49.0658, 6.1127"
"""B33""=>""30""","48.4254, 5.2267"
"""B14""=>""30""","49.1378, 6.8223"
"""EB20""=>NULL","49.4911, 5.2358"
"""B14""=>""90""","48.4701, 5.6894"
"""EB20""=>NULL","48.9150, 5.8091"
"""B14""=>""90""","47.9484, 5.0153"
"""EB20""=>NULL","49.1339, 5.9159"
"""B14""=>""30""","48.5344, 7.6366"
"""EB20""=>NULL","49.3007, 4.4371"
"""EB20""=>""AGGLO""","48.5606, 5.0551"
"""B14""=>""80"", ""M9z""=>""rappel""","49.0457, 4.3261"
"""B14""=>""90""","49.1176, 5.3869"
"""B14""=>""110""","48.6034, 6.3809"
"""B14""=>""70""","47.9139, 5.3906"
"""EB20""=>""AGGLO""","47.9484, 5.0153"
"""EB20""=>NULL","47.9139, 5.3906"
"""C208""=>NULL","49.0679, 6.9197"
"""EB10""=>NULL","49.2040, 6.4660"
"""B14""=>""90"", ""M4x""=>NULL","48.9267, 7.1185"
"""B14""=>""90"", ""M4x""=>NULL","48.9267, 7.1184"
"""B14""=>""80"", ""M9z""=>""rappel""","49.7361, 4.4338"
"""EB10""=>NULL","48.9101, 7.7494"
"""C108""=>NULL","48.4714, 7.5128"
"""B14""=>""110"", ""M3a""=>""1""","48.7416, 7.6879"
"""B31""=>NULL","49.3651, 6.0125"
"""C208""=>NULL","48.6034, 6.3809"
"""B14""=>""30"", ""M9z""=>""rappel""","47.9629, 6.8374"
"""B14""=>""70""","49.3555, 6.1433"
"""B14""=>""30""","48.2867, 6.9298"
"""B14""=>""30""","48.3426, 6.6448"
"""B33""=>""30""","48.4062, 5.6840"
"""B14""=>""50"", ""M9z""=>""rappel""","49.0292, 7.4750"
"""B14""=>""30""","48.3484, 7.1069"
"""B14""=>""70""","49.3079, 3.7038"
"""B14""=>""30""","49.7666, 4.7142"
"""B14""=>""30""","48.5081, 3.7401"
"""B14""=>""70""","49.3078, 3.7038"
"""B14""=>""30""","48.0968, 7.2564"
"""M2""=>""150 m"", ""B14""=>""30""","48.9013, 7.9793"
"""B14""=>""50"", ""M3a""=>""1""","49.7545, 4.7026"
"""C207""=>NULL","48.7591, 7.7000"
"""B14""=>""30""","48.1311, 7.3161"
"""B14""=>""30""","48.1639, 7.1533"
"""B14""=>""30"", ""M9z""=>""rappel""","47.7197, 7.3859"
"""B14""=>""30""","48.0201, 7.5314"
"""C207""=>NULL","48.5308, 7.6918"
"""B14""=>""30""","47.8552, 7.3298"
"""B14""=>""30""","47.8552, 7.3300"
"""B14""=>""30""","49.3955, 6.1693"
"""B14""=>""30"", ""M4f""=>""3.5T""","48.1723, 7.1137"
"""B14""=>""30""","48.0650, 6.7237"
"""B14""=>""30""","48.4506, 5.6764"
"""B14""=>""30""","48.1964, 6.4606"
"""B14""=>""30""","48.0364, 7.5600"
"""B14""=>""110""","48.1918, 5.8688"
"""EB10""=>NULL","48.0364, 7.5600"
"""B14""=>""30""","48.3558, 5.6900"
"""EB20""=>NULL","48.4296, 4.9631"
"""EB20""=>NULL","49.0586, 6.0632"
"""B14""=>""30""","48.2044, 6.7182"
"""EB20""=>NULL","48.8278, 5.2089"
"""EB10""=>""AGGLO""","48.4671, 7.4162"
"""B14""=>""50"", ""M9z""=>""rappel""","49.2552, 6.0969"
"""B14""=>""70""","47.8354, 7.2241"
"""B14""=>""70""","49.4644, 6.1827"
"""B33""=>""30""","49.4127, 5.9470"
"""B14""=>""110""","48.6651, 5.9138"
"""EB10""=>NULL","49.4356, 4.8779"
"""EB20""=>NULL","47.9383, 5.3258"
"""B33""=>""70""","49.2975, 6.5149"
"""B14""=>""30""","48.5798, 7.5986"
"""C107""=>NULL","48.2103, 6.3097"
"""B14""=>""70""","49.2449, 3.9280"
"""B14""=>""90""","47.7946, 5.2079"
"""B14""=>""50""","48.5760, 5.9784"
"""C107""=>NULL","48.5753, 6.6295"
"""EB20""=>NULL","47.7177, 7.3811"
"""B14""=>""30"", ""M9z""=>""rappel""","49.4909, 5.9237"
"""EB10""=>NULL","47.9160, 5.3621"
"""EB10""=>NULL","49.5132, 5.7283"
"""B14""=>""50""","49.1109, 5.4119"
"""B14""=>""70""","49.7494, 4.6912"
"""B14""=>""30""","49.4991, 6.1948"
"""C107""=>NULL","48.3152, 6.3689"
"""B14""=>""30""","48.2607, 7.4583"
"""B14""=>""80""","49.0571, 7.2447"
"""B14""=>""30""","49.0028, 7.7930"
"""EB10""=>NULL","49.4991, 6.1948"
"""B14""=>""90"", ""M9z""=>""rappel""","47.7797, 5.0802"
"""B14""=>""30""","48.3633, 7.2218"
"""B14""=>""50""","49.1092, 6.6966"
"""B14""=>""70""","48.6412, 7.4516"
"""B14""=>""90""","47.8259, 5.3309"
"""B14""=>""90""","48.6560, 6.1844"
"""EB20""=>""AGGLO""","49.7494, 4.6912"
"""EB20""=>NULL","49.6022, 5.0620"
"""B14""=>""70""","49.1398, 6.8438"
"""B14""=>""90"", ""M9z""=>""rappel""","47.9289, 3.9197"
"""EB20""=>NULL","49.2317, 5.5834"
"""B14""=>""30""","49.4993, 6.2052"
"""B14""=>""30"", ""M4g""=>NULL","48.6437, 7.4456"
"""B14""=>""50""","48.6437, 7.4456"
"""EB10""=>NULL","48.8550, 5.6450"
"""B14""=>""30""","48.6715, 7.3868"
"""B14""=>""70""","47.8826, 7.2568"
"""B14""=>""80""","49.1084, 6.0606"
"""B33""=>""70""","49.0735, 3.9462"
"""B14""=>""30""","49.2313, 4.0701"
"""EB10""=>NULL","49.0565, 6.1455"
"""B14""=>""50"", ""M9z""=>""rappel""","48.6045, 6.4875"
"""EB10""=>NULL","49.1580, 6.8754"
"""B14""=>""70"", ""M9z""=>""rappel""","47.8761, 5.3762"
"""B14""=>""30""","48.1967, 4.1761"
"""B14""=>""30""","48.1191, 4.3715"
"""B14""=>""30""","49.4604, 5.8758"
"""EB10""=>NULL","49.1228, 7.1524"
"""EB20""=>NULL","48.4009, 6.1355"
"""EB20""=>NULL","49.1290, 7.0439"
"""C107""=>NULL","48.0294, 6.5760"
"""B14""=>""50""","48.6834, 5.9468"
"""B33""=>""70""","49.3559, 6.0706"
"""EB20""=>NULL","47.9559, 5.5811"
"""B14""=>""70""","47.9398, 6.8282"
"""B14""=>""70""","47.8723, 5.3811"
"""B14""=>""50""","48.5460, 7.7284"
"""B31""=>NULL","47.7200, 7.3904"
"""B14""=>""30""","49.4837, 5.9512"
"""B14""=>""30""","47.9300, 6.9635"
"""B31""=>NULL","48.8594, 5.6384"
"""B14""=>""110""","48.5274, 6.6241"
"""B14""=>""30""","48.7560, 7.5632"
"""B14""=>""90""","48.1336, 5.0895"
"""EB20""=>NULL","47.8723, 5.3811"
"""EB20""=>NULL","48.2634, 7.4729"
"""B14""=>""30""","49.3492, 6.2995"
"""B14""=>""30""","49.3635, 6.0875"
"""EB10""=>NULL","47.9837, 4.8530"
"""C108""=>NULL","48.6980, 6.2432"
"""B14""=>""30""","49.1499, 6.1596"
"""EB10""=>NULL","48.8562, 7.3202"
"""EB10""=>NULL","47.9828, 4.8614"
"""B14""=>""50""","48.1186, 7.3653"
"""B14""=>""30""","48.7556, 7.5617"
"""B14""=>""70"", ""M3a""=>""1""","48.4279, 5.1447"
"""B14""=>""50"", ""M9z""=>""rappel""","48.4493, 6.7325"
"""EB10""=>""AGGLO""","49.1609, 6.3045"
"""B33""=>""70""","49.1828, 5.6654"
"""EB10""=>NULL","48.5776, 7.5974"
"""B14""=>""110"", ""M9z""=>""rappel""","47.7379, 7.1535"
"""B14""=>""90"", ""M3a""=>""1""","48.4050, 6.8167"
"""B14""=>""110""","47.7379, 7.1533"
"""B14""=>""30""","49.1609, 6.3045"
"""B14""=>""50""","49.3836, 6.1689"
"""B14""=>""40""","48.5776, 7.5974"
"""EB20""=>NULL","48.9268, 7.1242"
"""B14""=>""30""","49.2512, 6.0466"
"""B14""=>""110""","48.6891, 5.9841"
"""B14""=>""30""","49.1933, 6.1387"
"""B14""=>""70""","49.1157, 6.1977"
"""B14""=>""90""","49.1522, 5.3636"
"""EB20""=>NULL","48.2466, 6.6271"
"""B14""=>""30""","49.4207, 4.2639"
"""EB10""=>NULL","49.2258, 6.1128"
"""B14""=>""30""","49.2525, 6.0448"
"""EB20""=>NULL","48.9554, 6.7958"
"""EB10""=>NULL","48.1576, 7.5576"
"""B33""=>""70""","47.8268, 5.4795"
"""B14""=>""70""","48.4064, 4.5514"
"""B14""=>""30"", ""M4f""=>""3.5t""","48.1722, 7.1133"
"""EB20""=>NULL","47.8683, 5.3721"
"""B14""=>""70""","47.5478, 7.3023"
"""B14""=>""50"", ""M9z""=>""rappel""","48.2690, 7.2926"
"""EB20""=>NULL","47.5478, 7.3023"
"""B14""=>""30""","48.8750, 8.0706"
"""EB10""=>NULL","48.0296, 7.4436"
"""B14""=>""45""","48.0296, 7.4436"
"""B14""=>""50""","48.1506, 7.4205"
"""B14""=>""30""","47.9444, 7.4031"
"""EB10""=>NULL","48.8750, 8.0706"
"""B14""=>""30""","48.6713, 7.3865"
"""B14""=>""30""","48.2657, 4.6547"
"""B14""=>""30""","48.5871, 7.6666"
"""B14""=>""30""","47.5502, 7.4114"
"""B14""=>""30""","48.4676, 7.7226"
"""B14""=>""30""","48.4702, 7.7237"
"""B14""=>""30""","48.1639, 7.3683"
"""B14""=>""30""","48.1998, 7.5131"
"""B14""=>""30""","48.5793, 7.6017"
"""B33""=>""30""","48.3182, 3.6807"
"""EB10""=>NULL","48.1639, 7.3683"
"""B14""=>""50"", ""M9z""=>""rappel""","48.4023, 3.7498"
"""B14""=>""30""","47.6245, 7.2291"
"""B14""=>""30"", ""M9z""=>""rappel""","47.5515, 7.4468"
"""B14""=>""110"", ""M9z""=>""rappel""","47.7790, 7.1644"
"""B14""=>""110""","48.0330, 7.3175"
"""B14""=>""90""","48.5092, 3.7080"
"""B14""=>""50""","47.9698, 7.3381"
"""EB20""=>""AGGLO""","48.5092, 3.7081"
"""EB10""=>NULL","48.0955, 7.4377"
"""B14""=>""30"", ""M9z""=>""rappel""","47.5520, 7.4496"
"""B14""=>""70""","49.5225, 4.7647"
"""B14""=>""30""","48.2412, 6.9538"
"""B14""=>""30""","48.2654, 4.2178"
"""B14""=>""30""","48.0955, 7.4377"
"""B14""=>""30""","48.1147, 7.1939"
"""B14""=>""30""","48.2803, 6.9555"
"""B14""=>""30""","47.9090, 7.4475"
"""B14""=>""30""","48.2398, 6.6699"
"""B14""=>""30""","48.2763, 6.8923"
"""B14""=>""30""","48.4076, 5.6826"
"""B14""=>""50""","49.1827, 6.2437"
"""B14""=>""30""","48.1059, 7.3048"
"""B14""=>""70""","47.9068, 6.4568"
"""B14""=>""30""","47.4885, 7.3118"
"""B14""=>""50"", ""M9z""=>""rappel""","48.0850, 7.2639"
"""B14""=>""30""","47.8956, 6.7337"
"""B14""=>""30""","48.5117, 3.7188"
"""B14""=>""40""","48.9253, 5.5998"
"""B14""=>""30""","48.1672, 6.5317"
"""B14""=>""80""","48.7251, 5.2473"
"""B14""=>""30""","48.2399, 6.6760"
"""B14""=>""50""","48.6167, 7.7260"
"""B33""=>""30""","48.4076, 5.6827"
"""B14""=>""30""","47.8809, 6.7636"
"""B14""=>""70""","47.9096, 6.7048"
"""EB20""=>""AGGLO""","47.9095, 6.7049"
"""B14""=>""30""","48.4075, 5.6828"
"""B14""=>""30""","48.1566, 7.5625"
"""B14""=>""30""","48.1948, 6.4967"
"""B33""=>""30""","48.4074, 5.6829"
"""B33""=>""30""","49.6988, 4.6574"
"""B14""=>""40""","48.9371, 7.8369"
"""EB10""=>NULL","48.9371, 7.8369"
"""B14""=>""90""","48.7331, 3.9247"
"""B14""=>""30""","48.0159, 6.6155"
"""EB10""=>NULL","48.4147, 4.7421"
"""EB10""=>NULL","48.0428, 5.3482"
"""B14""=>""40""","48.5566, 7.6575"
"""EB10""=>NULL","48.5295, 5.4978"
"""EB10""=>""AGGLO""","49.4852, 4.3806"
"""B14""=>""90""","48.3725, 3.4472"
"""EB10""=>NULL","48.5161, 5.1186"
"""B14""=>""30""","49.1607, 4.0094"
"""B14""=>""30""","48.5084, 3.7385"
"""EB20""=>NULL","47.4961, 7.3947"
"""B14""=>""50""","47.8854, 6.7687"
"""B14""=>""30""","48.5420, 3.5007"
"""B14""=>""30""","48.1508, 4.2614"
"""EB10""=>NULL","48.2842, 7.5690"
"""B14""=>""30""","48.9500, 4.3657"
"""B14""=>""40""","48.2842, 7.5690"
"""B14""=>""110"", ""M9z""=>""rappel""","49.1393, 6.8079"
"""B14""=>""30"", ""M9z""=>""rappel""","48.2667, 7.5375"
"""EB10""=>NULL","48.0072, 7.5142"
"""B14""=>""30""","49.7223, 4.7561"
"""B14""=>""30""","48.2842, 7.5691"
"""EB10""=>NULL","48.9272, 6.6274"
"""B14""=>""30""","49.7068, 4.7697"
"""B14""=>""110""","49.3175, 3.9886"
"""EB10""=>NULL","48.5890, 7.5058"
"""B14""=>""30""","47.9439, 7.4297"
"""B14""=>""30""","48.5890, 7.5058"
"""B14""=>""30""","47.6663, 7.2272"
"""B14""=>""30"", ""M9z""=>""rappel""","47.9978, 7.5141"
"""B14""=>""40""","48.9398, 7.8234"
"""B14""=>""50"", ""M9z""=>""rappel""","48.1881, 7.4087"
"""EB10""=>NULL","48.9398, 7.8234"
"""B14""=>""30""","47.9459, 7.3942"
"""B14""=>""90""","48.8775, 3.7742"
"""B14""=>""30""","48.1033, 7.1869"
"""B14""=>""110"", ""M9z""=>""rappel""","49.1394, 6.8078"
"""EB10""=>NULL","48.5566, 7.6661"
"""B14""=>""40""","48.5566, 7.6661"
"""EB10""=>NULL","48.1596, 7.3786"
"""B14""=>""30""","48.1596, 7.3786"
"""B14""=>""30""","48.0402, 7.4081"
"""B14""=>""30""","47.7102, 7.5091"
"""B14""=>""30""","48.1616, 7.1659"
"""B14""=>""90""","48.7077, 5.6121"
"""EB20""=>NULL","49.3617, 6.0836"
"""B14""=>""50""","49.3043, 6.2972"
"""B14""=>""30""","48.1063, 7.3892"
"""B14""=>""30"", ""M9z""=>""rappel""","48.2705, 7.5345"
"""B14""=>""30""","47.5508, 7.3408"
"""B14""=>""30""","48.9279, 5.3417"
"""C108""=>NULL","47.7439, 7.1506"
"""B14""=>""110""","48.1836, 7.3866"
"""EB10""=>NULL","48.5305, 4.8182"
"""B14""=>""50"", ""M9z""=>""rappel""","48.7779, 6.5571"
"""C107""=>NULL","48.6535, 6.9294"
"""C107""=>NULL","48.5015, 7.7313"
"""B14""=>""90""","47.7965, 5.0301"
"""B14""=>""90""","48.7757, 5.6935"
"""B14""=>""70""","49.1330, 5.4468"
"""B14""=>""110""","48.6652, 5.9136"
"""B14""=>""90""","49.1651, 5.4279"
"""B14""=>""30""","48.8176, 6.8766"
"""B14""=>""70"", ""M9z""=>""rappel""","47.8991, 6.7297"
"""EB10""=>NULL","49.4832, 4.3896"
"""B33""=>""70""","49.4646, 5.5944"
"""B14""=>""70""","49.0021, 6.1603"
"""EB10""=>NULL","49.0179, 6.5396"
"""B14""=>""90""","47.9925, 5.5490"
"""B14""=>""30""","49.1545, 7.0176"
"""EB10""=>NULL","49.5299, 5.8296"
"""EB20""=>NULL","48.4513, 7.5214"
"""EB20""=>NULL","48.9134, 7.5545"
"""B14""=>""70""","48.8896, 5.9345"
"""B14""=>""30""","47.7836, 7.5056"
"""B33""=>""50""","49.1236, 6.2569"
"""B14""=>""30""","49.1519, 7.0010"
"""EB10""=>NULL","48.9134, 7.5545"
"""B33""=>""30""","49.1237, 7.1073"
"""EB20""=>NULL","48.6686, 6.2331"
"""B14""=>""50""","48.7631, 7.2573"
"""EB20""=>NULL","48.5236, 5.1054"
"""B14""=>""30""","49.3921, 5.7565"
"""B14""=>""70"", ""M3a""=>""1""","47.9396, 7.2817"
"""B14""=>""30""","49.5001, 5.8172"
"""EB10""=>NULL","48.0985, 5.5070"
"""C207""=>NULL","49.3108, 6.1066"
"""EB20""=>NULL","48.4720, 4.7885"
"""EB20""=>NULL","48.0985, 5.5071"
"""M1""=>""150M"", ""B14""=>""50""","48.1874, 7.3912"
"""EB10""=>NULL","49.0794, 5.4503"
"""B14""=>""30""","49.1214, 7.0986"
"""B14""=>""90""","49.3301, 6.0575"
"""B14""=>""90""","48.9807, 5.4972"
"""EB10""=>NULL","47.8345, 5.3408"
"""B14""=>""70""","49.1011, 6.0340"
"""B14""=>""70"", ""M3a""=>""1""","48.9165, 7.1207"
"""B14""=>""30""","48.6262, 7.1039"
"""EB10""=>NULL","49.2544, 5.9472"
"""B14""=>""50""","48.5446, 7.7885"
"""B14""=>""90""","47.8668, 7.2449"
"""EB10""=>NULL","48.0980, 5.5135"
"""B14""=>""90""","47.8668, 7.2451"
"""B14""=>""50""","49.2958, 6.5526"
"""M2""=>""1200m"", ""B14""=>""90"", ""M4x""=>NULL","49.1269, 6.8233"
"""EB10""=>NULL","47.9166, 5.6781"
"""EB10""=>NULL","48.3208, 4.8329"
"""B14""=>""30""","48.9431, 6.5849"
"""B14""=>""90""","48.5921, 7.6804"
"""B14""=>""30""","49.4911, 4.9845"
"""B14""=>""30""","48.6365, 7.0129"
"""B33""=>""30""","47.7468, 7.3079"
"""EB20""=>NULL","48.3845, 7.6075"
"""EB20""=>NULL","48.4892, 4.7581"
"""B14""=>""70""","49.1561, 5.3642"
"""B33""=>""90""","48.2743, 5.1121"
"""EB10""=>NULL","48.6911, 5.6220"
"""B14""=>""70""","48.5101, 3.7117"
"""B14""=>""40""","49.0263, 7.9704"
"""B33""=>""30""","49.0402, 5.7345"
"""B33""=>""30""","49.1243, 7.1131"
"""B33""=>""30""","49.1224, 7.1029"
"""B31""=>NULL","49.3995, 6.2670"
"""EB10""=>NULL","48.9317, 7.1312"
"""EB10""=>NULL","48.8158, 5.3471"
"""B14""=>""110""","48.2905, 6.3776"
"""B14""=>""70""","48.9650, 6.2020"
"""EB20""=>""AGGLO""","48.0846, 5.2997"
"""EB20""=>NULL","48.0255, 6.6913"
"""B14""=>""90"", ""M9z""=>""rappel""","48.3946, 3.9477"
"""B14""=>""90""","48.5920, 7.6804"
"""B14""=>""110""","48.2953, 4.0304"
"""EB20""=>NULL","49.4544, 5.4522"
"""EB20""=>NULL","48.6941, 5.3141"
"""B14""=>""70""","48.0255, 6.6913"
"""EB20""=>NULL","47.7584, 7.2923"
"""EB10""=>NULL","47.5970, 7.5687"
"""B14""=>""50""","49.2174, 6.4881"
"""EB10""=>NULL","48.9455, 7.6225"
"""B14""=>""70""","49.1386, 6.7081"
"""B14""=>""70""","49.5169, 5.7456"
"""M1""=>""150 m"", ""B14""=>""50""","48.3934, 5.3584"
"""B14""=>""70""","49.1385, 6.7078"
"""B14""=>""30""","49.9303, 4.6488"
"""EB10""=>NULL","48.9032, 6.7637"
"""B14""=>""20"", ""M4g""=>NULL","48.5205, 7.4964"
"""B14""=>""70""","49.1334, 6.6603"
"""C107""=>NULL","48.2523, 6.3967"
"""B14""=>""70""","48.8833, 6.1833"
"""C107""=>NULL","48.6859, 6.2312"
"""EB20""=>NULL","47.9052, 5.6861"
"""EB10""=>NULL","48.9346, 6.6049"
"""B14""=>""70""","47.7736, 5.6590"
"""B14""=>""90""","48.5148, 3.6437"
"""B14""=>""90""","48.9882, 5.7823"
"""EB20""=>NULL","49.0166, 6.4980"
"""B14""=>""110""","48.2060, 7.4001"
"""EB20""=>NULL","49.3374, 6.3166"
"""EB10""=>NULL","49.3624, 6.2920"
"""EB10""=>NULL","49.0770, 6.3273"
"""EB10""=>NULL","48.3154, 7.6959"
"""EB20""=>NULL","49.3205, 6.3271"
"""B14""=>""40""","48.3154, 7.6959"
"""B14""=>""70""","48.0846, 5.2997"
"""B14""=>""70""","49.4641, 5.9631"
"""B14""=>""50"", ""M3a""=>""1""","49.7518, 4.7031"
"""EB10""=>NULL","48.6250, 7.1017"
"""EB20""=>NULL","49.3865, 6.2776"
"""B14""=>""90"", ""M3a""=>""1""","49.2064, 6.1234"
"""EB20""=>""AGGLO""","48.5148, 3.6435"
"""B31""=>NULL","49.3084, 6.5033"
"""B33""=>""70""","47.9377, 5.0164"
"""EB10""=>NULL","49.0216, 6.3805"
"""B14""=>""70""","49.1848, 6.3320"
"""EB10""=>NULL","49.2884, 6.5376"
"""B31""=>NULL","49.3975, 6.2651"
"""B14""=>""90""","49.1115, 6.1583"
"""EB20""=>NULL","49.3684, 6.2112"
"""C108""=>NULL","48.0281, 7.3140"
"""B14""=>""50""","48.9485, 7.1401"
"""EB10""=>NULL","48.6144, 7.0715"
"""EB10""=>NULL","48.9829, 6.7367"
"""B14""=>""90"", ""M3a""=>""1""","49.1791, 6.0464"
"""EB10""=>NULL","49.0276, 6.6309"
"""B14""=>""40""","48.6144, 7.0715"
"""EB20""=>NULL","49.4800, 4.5674"
"""EB20""=>NULL","49.0152, 6.9666"
"""B14""=>""30""","48.6290, 7.1059"
"""EB10""=>NULL","48.6291, 7.1060"
"""B14""=>""50"", ""M9z""=>""rappel""","48.2783, 3.8742"
"""B14""=>""70""","47.9378, 5.0165"
"""EB10""=>NULL","48.7722, 6.7914"
"""C208""=>NULL","48.4772, 7.5450"
"""B33""=>""70""","48.6433, 7.3196"
"""B14""=>""110""","48.2175, 7.4019"
"""EB10""=>NULL","48.9032, 7.6432"
"""C107""=>NULL","48.0037, 7.2955"
"""B14""=>""70""","49.2166, 4.5427"
"""EB20""=>NULL","48.5839, 7.6005"
"""B33""=>""70""","49.4504, 5.9518"
"""M1""=>""300 m"", ""B14""=>""70""","49.3194, 3.9865"
"""B14""=>""90"", ""M3a""=>""1""","48.6893, 5.9870"
"""B14""=>""50"", ""M3a""=>""1""","47.8900, 7.2561"
"""B33""=>""30""","49.0587, 6.5528"
"""M1""=>""300 m"", ""B14""=>""70""","49.3195, 3.9866"
"""B14""=>""70""","48.6859, 6.2312"
"""B14""=>""90"", ""M3a""=>""1""","49.3604, 3.9527"
"""B14""=>""80"", ""M4f""=>""3.5T""","48.5921, 7.6804"
"""B14""=>""70"", ""M3a""=>""1""","47.8286, 7.2825"
"""EB20""=>NULL","49.1180, 6.2110"
"""B14""=>""50""","48.3994, 6.2526"
"""B14""=>""30""","49.3352, 6.0802"
"""B14""=>""50""","49.5861, 4.6593"
"""B14""=>""30""","49.4143, 4.2869"
"""B14""=>""40""","48.6284, 6.9922"
"""B14""=>""30""","49.1311, 4.5328"
"""B14""=>""90""","49.0435, 5.7309"
"""B14""=>""50""","49.2963, 6.5590"
"""B14""=>""80""","49.2819, 3.8294"
"""B14""=>""30""","48.4531, 5.1693"
"""B14""=>""30""","48.9234, 3.8042"
"""B14""=>""20""","48.5425, 7.6555"
"""B14""=>""90"", ""M9z""=>""rappel""","48.3708, 3.9656"
"""B14""=>""70""","49.2962, 6.5688"
"""B14""=>""30"", ""M3a""=>""1""","49.2315, 4.0714"
"""B14""=>""30""","47.8787, 5.6586"
"""B14""=>""90""","48.9142, 5.5291"
"""B14""=>""30""","48.9594, 4.3837"
"""B14""=>""30""","47.9479, 5.0126"
"""B14""=>""30""","48.9804, 4.3803"
"""B14""=>""50""","47.9947, 5.5121"
"""B14""=>""90""","48.1170, 5.1666"
"""B14""=>""80"", ""M4f""=>""3.5T""","48.5920, 7.6804"
"""B33""=>""30""","48.2991, 5.1430"
"""B14""=>""30""","48.1344, 5.0875"
"""B14""=>""110""","48.6528, 5.8816"
"""M1""=>""20 m"", ""C208""=>NULL","48.0441, 5.0583"
"""B14""=>""30""","49.2534, 3.9718"
"""C208""=>NULL","47.9367, 5.2885"
"""M1""=>""800 m"", ""C108""=>NULL","48.5647, 5.0374"
"""B14""=>""30""","49.2238, 4.0658"
"""B14""=>""50""","48.0847, 5.1113"
"""B14""=>""30""","48.0817, 5.1368"
"""B14""=>""30""","49.0270, 3.9457"
"""B14""=>""30""","48.0449, 5.1549"
"""B14""=>""30""","48.0844, 5.1230"
"""B14""=>""30""","48.0844, 5.1242"
"""B14""=>""50""","48.1401, 7.4605"
"""B14""=>""30"", ""M9z""=>""rappel""","48.2999, 5.1476"
"""B14""=>""40""","48.6515, 7.6056"
"""B14""=>""30""","48.5623, 5.0506"
"""B14""=>""30""","48.2938, 5.3365"
"""B14""=>""50""","48.0863, 5.1031"
"""B14""=>""30""","50.0464, 4.7215"
"""B14""=>""30""","47.9014, 5.3966"
"""B14""=>""30""","48.0279, 4.7293"
"""B14""=>""30""","48.2451, 5.3116"
"""B14""=>""30""","48.1269, 5.3517"
"""EB10""=>""AGGLO""","48.6515, 7.6056"
"""C207""=>NULL","49.7356, 4.7474"
"""B14""=>""30""","48.2543, 5.1176"
"""B14""=>""30""","48.0430, 5.0588"
"""EB10""=>NULL","49.1303, 6.1677"
"""B14""=>""30""","48.1974, 5.1413"
"""B14""=>""50""","48.7283, 6.2920"
"""B14""=>""30""","49.1287, 6.8936"
"""B14""=>""30""","48.4048, 5.3252"
"""B14""=>""30""","48.5771, 6.6256"
"""B14""=>""30""","48.4486, 6.7372"
"""B33""=>""30""","47.8083, 5.4470"
"""B14""=>""30""","48.5915, 6.5256"
"""B14""=>""30""","48.6051, 5.0268"
"""B14""=>""70""","48.0508, 3.9238"
"""EB10""=>NULL","48.0842, 4.2937"
"""B14""=>""30""","48.7926, 6.1441"
"""B14""=>""30"", ""M4f""=>""3.5t""","48.4742, 4.7848"
"""C107""=>NULL","47.7363, 7.2880"
"""B14""=>""90""","48.9159, 5.3000"
"""B14""=>""30""","48.5979, 6.5102"
"""B14""=>""30""","48.3951, 6.1332"
"""B14""=>""30""","48.8996, 5.3299"
"""B14""=>""90""","48.4071, 5.3556"
"""B14""=>""30""","48.8692, 5.5177"
"""B14""=>""30""","48.5325, 6.8359"
"""B33""=>""30""","48.5688, 6.6755"
"""B14""=>""30""","48.7559, 5.5870"
"""B14""=>""30"", ""M9z""=>""rappel""","48.5976, 6.4896"
"""B14""=>""90""","48.9639, 5.7010"
"""EB10""=>NULL","48.8285, 6.4997"
"""B31""=>NULL","49.2793, 6.5795"
"""B14""=>""30""","48.7192, 5.6366"
"""B14""=>""30""","48.7934, 5.1812"
"""B14""=>""30""","49.1604, 5.0592"
"""B14""=>""30""","48.7115, 5.6334"
"""B14""=>""30""","48.8467, 5.6503"
"""B14""=>""30"", ""M9z""=>""rappel""","48.7163, 5.6354"
"""B14""=>""50""","49.3262, 6.4786"
"""B14""=>""30""","48.8286, 5.2610"
"""B14""=>""30""","49.0382, 5.6586"
"""B14""=>""70""","49.3939, 6.1237"
